	hashtag	time_(s)
21	#วันแห่งความอ๊บ	1782
22	#noeybnk48	1782
23	#bnk…บอกแล้วว่าเจ้าโมเป็นเด็กคิดบวก	1782
24	#น้ำหนึ่งเนย	1782
25	#bnk48	1782
26	#namneungbnk48	1782
27	#noeybnk48	1782
28	#izutarinabnk48	1782
29	#izurin…rt	1782
30	#เฌอสิค	1782
31	#bnk48	1782
32	#cherprangbnk48	1782
33	#musicbnk48	1782
34	#punbnk48	1782
0	#jennisbnk48	1793
1	#bnk48	1793
2	#cherprangbnk48	1793
3	#punbnk48	1793
4	#musicbnk48	1793
5	#mobilebnk48	1793
6	#ornbnk48	1793
7	#jennisbnk…rt	1793
8	#วาเลนไทน์	1793
9	#แคปเฌอ	1793
10	#cherprangbnk48	1793
11	#bnk48	1793
12	#เฌอปราง	1793
13	#myvalentine	1793
14	#kazzmagazine	1793
15	#ornbnk48	1793
16	#bnk48	1793
17	#bnk48	1793
18	#bnk48	1793
19	#ornbnk48	1793
20	#bnk48	1793
21	#punbnk48	1793
22	#bnk48	1793
23	#bnk48	1793
24	#ornbnk48	1793
25	#punbnk48	1793
26	#bnk48	1793
27	#เพลงหากิน	1793
28	#bnk48	1793
29	#janbnk48	1793
30	#janchan	1793
31	#punbnk48	1793
32	#bnk48	1793
33	#ornbnk48	1793
34	#bnk48	1793
0	#bnk48	1803
1	#truepoint	1803
2	#bnk48xtrue	1803
3	#trueyou	1803
4	#tru…rt	1803
5	#bnk48	1803
6	#น้ำหนึ่งเนย	1803
7	#bnk48	1803
8	#namneungbnk48	1803
9	#noeybnk48	1803
10	#produce48	1803
11	#nmb48	1803
12	#hkt48	1803
13	#akb48	1803
14	#bnk48	1803
15	#punbnk48	1803
16	#bnk48	1803
17	#pockythailand	1803
18	#punbnk48	1803
19	#bnk48	1803
20	#bnk48	1803
21	#cherprangbnk48	1803
22	#punbnk48	1803
23	#bnk48	1803
0	#bnk48	1813
1	#tarwaansweetheart	1813
2	#tarwaanbnk48	1813
3	#bnk48	1813
4	#bnk48rt	1813
5	#bnk48	1813
6	#ornbnk48	1813
7	#cherprangbnk48	1813
8	#bnk48	1813
9	#musicbnk48	1813
10	#punbnk48	1813
11	#fortunecookie	1813
12	#bnk48	1813
13	#cherprangbnk48	1813
14	#punbnk48	1813
15	#musicbnk48	1813
16	#mobilebnk48	1813
17	#ornbnk48	1813
18	#jennisbnk…rt	1813
19	#punbnk48	1813
20	#bnk48	1813
21	#pockythailand	1813
22	#punbnk48	1813
23	#bnk48	1813
24	#punbnk48	1813
25	#bnk48	1813
26	#tarwaansweetheart	1813
27	#tarwaanbnk48	1813
28	#bnk48	1813
29	#ปล่อย	1813
30	#bnk48	1813
0	#musicbnk48	1823
1	#bnk48	1823
2	#cherprangbnk48	1823
3	#bnk48	1823
4	#musicbnk48	1823
5	#punbnk48	1823
6	#musicbnk48	1823
7	#bnk48	1823
8	#musicbnk48	1823
9	#bnk48	1823
10	#janbnk48	1823
11	#janchan	1823
12	#bnk48	1823
13	#tarwaanbnk48	1823
14	#bnk48	1823
15	#musicbnk48	1823
16	#bnk48	1823
17	#mymilintine	1823
18	#namneungbnk48	1823
19	#bnk48	1823
0	#วาเลนไทน์	1833
1	#แคปเฌอ	1833
2	#cherprangbnk48	1833
3	#bnk48	1833
4	#เฌอปราง	1833
5	#myvalentine	1833
6	#punbnk48	1833
7	#bnk48	1833
8	#เฌอสิค	1833
9	#bnk48	1833
10	#cherprangbnk48	1833
11	#musicbnk48	1833
12	#punbnk48	1833
13	#bnk48	1833
14	#bnk48	1833
15	#cherprangbnk48	1833
16	#bnk48	1833
17	#punb…rt	1833
18	#musicbnk48	1833
19	#bnk48	1833
20	#punbnk48	1833
21	#bnk48	1833
22	#วาเลนไทน์	1833
23	#แคปเฌอ	1833
24	#cherprangbnk48	1833
25	#bnk48	1833
26	#เฌอปราง	1833
27	#myvalentine	1833
28	#ปล่อยมธ	1833
29	#izurinabnk48	1833
30	#bnk48	1833
31	#bnk48	1833
32	#punbn…	1833
0	#bnk48	1844
1	#punbnk48	1844
2	#pockythailand	1844
3	#punbnk48	1844
4	#bnk48	1844
5	#mobilebnk48	1844
6	#bnk48	1844
7	#วาเลนไทน์	1844
8	#แคปเฌอ	1844
9	#cherprangbnk48	1844
10	#bnk48	1844
11	#เฌอปราง	1844
12	#myvalentine	1844
13	#musicbnk48	1844
14	#bnk48	1844
0	#bnk48	1854
1	#เพลงหากิน	1854
2	#bnk48	1854
3	#janbnk48	1854
4	#janchan	1854
5	#punbnk48	1854
6	#bnk48	1854
7	#punbnk48	1854
8	#bnk48	1854
9	#bnk48	1854
10	#punbnk48	1854
11	#bnk48	1854
0	#bnk48	1864
1	#punb…rt	1864
2	#punbnk48	1864
3	#bnk48	1864
4	#cherprangbnk48	1864
5	#punbnk48	1864
6	#musicbnk48	1864
7	#mobilebnk48	1864
8	#ornbnk48	1864
9	#jennisbnk…rt	1864
10	#bnk48	1864
11	#punbnk48	1864
12	#bnk48	1864
13	#bnk48	1864
14	#truepoint	1864
15	#bnk48	1864
16	#punbnk48	1864
17	#punbnk48	1864
18	#bnk48	1864
19	#bnk48	1864
20	#cherprangbnk48	1864
21	#bnk48	1864
22	#ปล่อยrt	1864
23	#bnk48	1864
24	#punbnk48	1864
0	#jennisbnk48	1874
1	#bnk48	1874
2	#musicbnk48	1874
3	#bnk48	1874
4	#cherprangbnk48	1874
5	#bnk48	1874
6	#che…rt	1874
7	#bnk48	1874
8	#namsaibnk48	1874
9	#bnk48	1874
10	#เพลงหากิน	1874
11	#bnk48	1874
12	#janbnk48	1874
13	#janchan	1874
14	#cherprangbnk48	1874
15	#bnk48	1874
16	#musicbnk48	1874
17	#punbnk48	1874
18	#bnk48	1874
19	#cherprangbnk48	1874
20	#cherprangbnk48	1874
21	#punbnk48	1874
22	#jennisbnk48	1874
23	#mobilebnk48	1874
24	#musicbnk48…	1874
25	#musicbnk48	1874
26	#bnk48	1874
27	#bnk48	1874
28	#punbnk48	1874
29	#bnk48	1874
0	#musicbnk48	1884
1	#bnk48	1884
2	#เพลงหากิน	1884
3	#bnk48	1884
4	#janbnk48	1884
5	#janchan	1884
6	#izutarinabnk48	1884
7	#izurin…rt	1884
8	#janbnk48	1884
9	#janchan	1884
10	#bnk48	1884
11	#punbnk48	1884
12	#bnk48	1884
13	#mymilintine	1884
14	#namneungbnk48	1884
15	#bnk48	1884
16	#musicbnk48	1884
17	#bnk48	1884
18	#cherprangbnk48	1884
19	#punbnk48	1884
20	#musicbnk48	1884
21	#mobilebnk48	1884
22	#ornbnk48	1884
23	#jennisbnk…rt	1884
24	#bnk48	1884
25	#cherprangbnk48	1884
26	#bnk48	1884
27	#musicbnk48	1884
28	#punbnk48	1884
29	#namneungbnk48	1884
30	#bnk48	1884
0	#bnk48	1895
1	#เฌอสิค	1895
2	#bnk48	1895
3	#cherprangbnk48	1895
4	#musicbnk48	1895
5	#punbnk48	1895
6	#bnk48	1895
7	#punbnk48	1895
8	#jennisbnk48	1895
9	#cherprangbnk48	1895
10	#mobilebnk48	1895
11	#musicbnk48	1895
12	#ornbnk48	1895
13	#true	1895
14	#…rt	1895
15	#น้ำหนึ่งเนย	1895
16	#bnk48	1895
17	#namneungbnk48	1895
18	#noeybnk48	1895
19	#punbnk48	1895
20	#bnk48	1895
21	#bnk48	1895
22	#namsaibnk48	1895
23	#musicbnk48	1895
24	#bnk48	1895
25	#punbnk48	1895
26	#bnk48	1895
0	#bnk48	1905
1	#janebnk48	1905
2	#ornbnk48	1905
3	#cherprangbnk48	1905
4	#bnk48	1905
5	#วาเลนไทน์	1905
6	#แคปเฌอ	1905
7	#cherprangbnk48	1905
8	#bnk48	1905
9	#เฌอปราง	1905
10	#myvalentine	1905
11	#punbnk48	1905
12	#bnk48	1905
13	#bnk48	1905
14	#janbnk48	1905
15	#janchan	1905
16	#bnk48	1905
17	#bnk48	1905
18	#izutarinabnk48	1905
19	#izurin…rt	1905
20	#punbnk48	1905
21	#bnk48	1905
22	#janbnk48	1905
23	#janchan	1905
24	#bnk48	1905
25	#ความเฌอปรางวันนี้	1905
26	#punbnk48	1905
27	#bnk48	1905
28	#musicbnk48	1905
29	#bnk48	1905
30	#punbnk48	1905
31	#bnk48	1905
32	#bnk48	1905
33	#punbnk48	1905
0	#musicbnk48	1915
1	#bnk48	1915
2	#bnk48	1915
3	#musicbnk48	1915
4	#punbnk48	1915
5	#cherprangbnk48	1915
6	#jennisbnk48	1915
7	#วาเลนไทน์	1915
8	#แคปเฌอ	1915
9	#cherprangbnk48	1915
10	#bnk48	1915
11	#เฌอปราง	1915
12	#myvalentine	1915
13	#punbnk48	1915
14	#bnk48	1915
15	#mobilebnk48	1915
16	#bnk48	1915
17	#bnk48	1915
0	#cherprangbnk48	1925
1	#punbnk48	1925
2	#jennisbnk48	1925
3	#mobilebnk48	1925
4	#musicbnk48	1925
5	#ornbnk48	1925
6	#…rt	1925
7	#musicbnk48	1925
8	#bnk48	1925
9	#bnk48	1925
10	#punbnk48	1925
11	#bnk48	1925
12	#jennisbnk48	1925
13	#punbnk48	1925
14	#mobilebnk48	1925
15	#musicbnk48	1925
16	#cherpran…rt	1925
17	#ปัญเจนนิษฐ์	1925
18	#punbnk48	1925
19	#jennisbnk48	1925
20	#bnk48	1925
21	#bnk48	1925
22	#ควีนส์การ์ด	1925
23	#englishroomtv	1925
24	#cherprangbnk48	1925
25	#punbnk48	1925
26	#jennis…rt	1925
27	#bnk48	1925
28	#pockyletssayit	1925
29	#นารา	1925
30	#punbnk48	1925
31	#bnk48	1925
32	#cherprangbnk48	1925
33	#punbnk48	1925
34	#musicbnk48	1925
35	#mobilebnk48	1925
36	#ornbnk48	1925
37	#jennisbnk…rt	1925
38	#ornbnk48	1925
39	#cherprangbnk48	1925
40	#bnk48	1925
0	#musicbnk48	1935
1	#cherprangbnk48	1935
2	#bnk48	1935
3	#valentinemyoshi	1935
4	#musicbnk48	1935
5	#bnk48	1935
6	#jennisbnk48	1935
7	#bnk48	1935
8	#valentinemyoshi	1935
9	#punbnk48	1935
10	#bnk48	1935
11	#bnk48fanar…rt	1935
12	#cherprangbnk48	1935
13	#bnk48	1935
14	#bnk48sweetcall	1935
15	#pupebnk48	1935
16	#ฝูงเป็ดแฟมิลี่	1935
17	#bnk48	1935
18	#bnk48	1935
19	#punbn…rt	1935
20	#ornbnk48	1935
21	#cherprangbnk48	1935
22	#bnk48	1935
23	#punbnk48	1935
24	#bnk48	1935
25	#bnk48	1935
26	#truepoint	1935
27	#noeybnk48	1935
28	#bnk48	1935
29	#สามแยกปากหวาน	1935
0	#เพลงหากิน	1945
1	#bnk48	1945
2	#janbnk48	1945
3	#janchan	1945
4	#musicbnk48	1945
5	#bnk48	1945
6	#ปล่อย	1945
7	#bnk48	1945
8	#bnk48	1945
9	#เดลินิวส์	1945
10	#punbnk48	1945
11	#bnk48	1945
12	#mobilebnk48	1945
13	#punbnk48	1945
14	#jennisbnk48	1945
15	#ornbnk48	1945
16	#cherprangbnk48	1945
17	#musicbnk4…rt	1945
18	#cherprangbnk48	1945
19	#bnk48	1945
20	#bnk48	1945
21	#mobilebnk48	1945
22	#musicbnk48	1945
23	#bnk48	1945
0	#musicbnk48	1956
1	#bnk48	1956
2	#bnk48	1956
3	#วาเลนไทน์	1956
4	#แคปเฌอ	1956
5	#cherprangbnk48	1956
6	#bnk48	1956
7	#เฌอปราง	1956
8	#myvalentine	1956
9	#pockythailand	1956
10	#punbnk48	1956
11	#bnk48	1956
12	#bnk48rt	1956
13	#musicbnk48	1956
14	#bnk48	1956
15	#jennisbnk48	1956
16	#bnk48	1956
17	#janbnk48	1956
18	#janchan	1956
19	#bnk48	1956
0	#ปัญเจนนิษฐ์	1966
1	#bnk48	1966
2	#punbnk48	1966
3	#jennisbnk48	1966
4	#myvatentine…rt	1966
5	#canubemyvalentine	1966
6	#canbnk48	1966
7	#bnk48	1966
8	#punbnk48	1966
9	#bnk48	1966
10	#mobilebnk48	1966
11	#bnk48	1966
12	#bnk48	1966
13	#เฌอสิค	1966
14	#ปัญเจนนิษฐ์	1966
15	#cherprangbnk48	1966
16	#musicbnk48	1966
17	#punbnk48	1966
18	#je…rt	1966
19	#pockythailand	1966
20	#punbnk48	1966
21	#bnk48	1966
22	#วาเลนไทน์	1966
23	#แคปเฌอ	1966
24	#cherprangbnk48	1966
25	#bnk48	1966
26	#เฌอปราง	1966
27	#myvalentine	1966
0	#izutarinabnk48	1976
1	#izurin…วาเลนไทน์ของโอตะที่บ้านไกล	1976
2	#bnk48	1976
3	#bnk48	1976
4	#pupebnk48	1976
5	#musicbnk48	1976
6	#punbnk48	1976
7	#jennisbnk48	1976
8	#kaimookbnk48	1976
9	#mobilebnk48…rt	1976
10	#bnk48	1976
11	#punbnk48	1976
12	#myvatentine	1976
13	#jennisbnk48	1976
14	#bnk48	1976
15	#punbnk48	1976
16	#bnk48	1976
0	#musicbnk48	1986
1	#bnk48	1986
2	#mobilebnk48	1986
3	#bnk48	1986
4	#bnk48	1986
5	#mobilebnk48	1986
6	#cherprangbnk48	1986
7	#bnk48	1986
8	#musicbnk48	1986
9	#punbnk48	1986
0	#bnk48	1996
1	#เดลินิวส์	1996
2	#ornbnk48	1996
3	#cherprangbnk48	1996
4	#bnk48	1996
5	#jennisbnk48	1996
6	#bnk48	1996
7	#janbnk48	1996
8	#janchan	1996
9	#bnk48	1996
10	#janbnk48	1996
11	#janchan	1996
12	#bnk48	1996
13	#วาเลนไทน์	1996
14	#แคปเฌอ	1996
15	#cherprangbnk48	1996
16	#bnk48	1996
17	#เฌอปราง	1996
18	#myvalentine	1996
19	#punbnk48	1996
20	#bnk48	1996
21	#เพลงหากิน	1996
22	#bnk48	1996
23	#janbnk48	1996
24	#janchan	1996
25	#bnk48	1996
26	#cherprangbnk48	1996
27	#jennisbnk48​	1996
28	#bnk48	1996
29	#ปัญเจนนิษฐ์	1996
30	#bnk48	1996
31	#วาเลนไทน์	1996
32	#แคปเฌอ	1996
33	#cherprangbnk48	1996
34	#bnk48	1996
35	#เฌอปราง	1996
36	#myvalentine	1996
37	#pockythailand	1996
38	#punbnk48	1996
39	#bnk48	1996
0	#ตลาดนัดbnk48	2007
1	#bnk48	2007
2	#cherprangbnk48	2007
3	#musicbnk48	2007
4	#bnk48	2007
5	#เพลงหากิน	2007
6	#bnk48	2007
7	#janbnk48	2007
8	#janchan	2007
0	#tarwaanbnk48	2017
1	#bnk48	2017
2	#bnk48	2017
3	#bnk48	2017
4	#truepoint	2017
5	#bnk48xtrue	2017
6	#trueyou	2017
7	#tru…rt	2017
8	#mobilebnk48	2017
9	#bnk48	2017
10	#janbnk48	2017
11	#janchan	2017
12	#bnk48	2017
13	#bnk48	2017
14	#bnk48foundermember	2017
15	#bnk48theater	2017
16	#bnk48thecampus	2017
17	#bnk481stc…rt	2017
18	#musicbnk48	2017
19	#bnk48	2017
20	#pockythailand	2017
21	#punbnk48	2017
22	#bnk48	2017
23	#เพลงหากิน	2017
24	#bnk48	2017
25	#janbnk48	2017
26	#janchan	2017
27	#jennisbnk48	2017
28	#punbnk48	2017
29	#cherprangbnk48	2017
30	#musicbnk48	2017
31	#bnk48	2017
32	#ปัญเจนนิษฐ์	2017
33	#เฌอสิค	2017
34	#ปล่อย	2017
35	#bnk48	2017
0	#cherprangbnk48	2027
1	#bnk48	2027
2	#musicbnk48	2027
3	#punbnk48	2027
4	#valenoeyday	2027
5	#วันแห่งความอ๊บ	2027
6	#noeybnk48	2027
7	#bnk48	2027
0	#janbnk48	2037
1	#janchan	2037
2	#bnk48	2037
3	#psk2018	2037
4	#punbnk48	2037
5	#bnk48	2037
6	#bnk48	2037
7	#bnk48	2037
8	#kaewbnk48	2037
9	#cherprangbnk48	2037
10	#bnk48	2037
11	#cherprangbnk48	2037
12	#punbnk48	2037
13	#musicbnk48	2037
14	#mobilebnk48	2037
15	#ornbnk48	2037
16	#jennisbnk…rt	2037
17	#cherprangbnk48	2037
18	#bnk48	2037
19	#musicbnk48	2037
20	#punbnk48	2037
0	#cherprangbnk48	2047
1	#bnk48	2047
2	#punbnk48	2047
3	#bnk48	2047
4	#cherprangbnk48	2047
5	#bnk48	2047
6	#cherprangbnk48	2047
7	#bnk48	2047
0	#bnk48	2057
1	#pupebnk48	2057
2	#musicbnk48	2057
3	#punbnk48	2057
4	#jennisbnk48	2057
5	#kaimookbnk48	2057
6	#mobilebnk48…rt	2057
7	#น้ำหนึ่งเนย	2057
8	#bnk48	2057
9	#namneungbnk48	2057
10	#noeybnk48	2057
11	#cherprangbnk48	2057
12	#bnk48	2057
13	#tarwaanbnk48	2057
14	#bnk48	2057
15	#mobilebnk48	2057
16	#punbnk48	2057
17	#jennisbnk48	2057
18	#ornbnk48	2057
19	#cherprangbnk48	2057
20	#musicbnk4…	2057
0	#namneungbnk48…rt	2068
1	#punbnk48	2068
2	#bnk48	2068
3	#cherprangbnk48	2068
4	#bnk48	2068
5	#punbnk48	2068
6	#bnk48	2068
7	#punbnk48	2068
8	#bnk48	2068
9	#วาเลนไทน์	2068
10	#แคปเฌอ	2068
11	#cherprangbnk48	2068
12	#bnk48	2068
13	#เฌอปราง	2068
14	#myvalentine	2068
15	#cherprangbnk48	2068
16	#bnk48	2068
17	#bnk48	2068
18	#jennisbnk48	2068
19	#bnk48	2068
0	#jennisbnk48	2078
1	#bnk48	2078
2	#bnk48	2078
3	#bnk48market	2078
4	#jaabnk48rt	2078
5	#kornbnk48	2078
6	#bnk48	2078
7	#jennisbnk…rt	2078
8	#ปัญเจนนิษฐ์	2078
9	#bnk48	2078
10	#punbnk48	2078
11	#jennisbnk48	2078
12	#myvatentine…rt	2078
13	#cherprangbnk48	2078
14	#akb48	2078
15	#bnk48	2078
16	#jkt48	2078
17	#วาเลนไทน์	2078
18	#แคปเฌอ	2078
19	#cherprangbnk48	2078
20	#bnk48	2078
21	#เฌอปราง	2078
22	#myvalentine	2078
23	#musicbnk48	2078
24	#bnk48	2078
25	#musicbnk48	2078
26	#bnk48	2078
27	#cherprangbnk48	2078
28	#bnk48	2078
29	#mymilintine	2078
30	#bnk48	2078
31	#namneungbnk48	2078
32	#pockythailand	2078
33	#punbnk48	2078
34	#bnk48	2078
0	#cherprangbnk48	2088
1	#bnk48	2088
2	#bnk48	2088
3	#punbnk48	2088
4	#bnk48	2088
5	#ja…rt	2088
6	#ปล่อย	2088
7	#bnk48	2088
8	#mymilintine	2088
9	#namneungbnk48	2088
10	#bnk48	2088
0	#bnk48	2098
1	#ornbnk48	2098
2	#mobilebnk48	2098
3	#kornbnk48	2098
4	#na…ขายๆเท่าไหร่ว่ามา	2098
5	#ตลาดนัดbnk48	2098
6	#cherprangbnk48	2098
7	#bnk48	2098
8	#bnk48market	2098
9	#bnk48	2098
10	#punbnk48	2098
11	#jennisbnk48	2098
12	#mobilebnk48	2098
13	#musicbnk48	2098
14	#cherprangbnk48	2098
15	#ornbnk48	2098
16	#bnk48rt	2098
17	#bnk48	2098
0	#cherprangbnk48	2108
1	#bnk48	2108
2	#cherprangbnk48	2108
3	#bnk48rt	2108
4	#namneungbnk48	2108
5	#bnk48	2108
0	#watercolor	2119
1	#character	2119
2	#illustration	2119
3	#drawing	2119
4	#girls	2119
5	#bnk48	2119
6	#comics	2119
7	#couple	2119
8	#fas…rt	2119
9	#musicbnk48	2119
10	#bnk48	2119
11	#bnk48	2119
12	#cherprangbnk48	2119
13	#musicbnk48	2119
14	#bnk48	2119
15	#cherprangbnk48	2119
16	#bnk48	2119
17	#สามแยกปากหวาน	2119
18	#bnk48	2119
19	#punbnk48	2119
20	#bnk48	2119
21	#cherprangbnk48	2119
22	#bnk48	2119
23	#musicbnk48	2119
24	#punbnk48	2119
25	#cherprangbnk48	2119
26	#bnk48	2119
0	#วาเลนไทน์	2129
1	#แคปเฌอ	2129
2	#cherprangbnk48	2129
3	#bnk48	2129
4	#เฌอปราง	2129
5	#myvalentine	2129
6	#cherprangbnk48	2129
7	#bnk48	2129
8	#punjennisbnk48	2129
9	#punbnk48	2129
10	#jennisbnk48	2129
11	#mobilebnk48	2129
12	#cherprangbnk48	2129
13	#bnk48	2129
14	#punbnk48	2129
15	#bnk48	2129
16	#pockythailand	2129
17	#punbnk48	2129
18	#bnk48	2129
19	#musicbnk48	2129
20	#bnk48	2129
21	#cherprangbnk48	2129
22	#bnk48	2129
23	#bnk48	2129
24	#noeybnk48	2129
25	#bnk48	2129
26	#mobilebnk48	2129
0	#bnk48rt	2139
1	#musicbnk48	2139
2	#bnk48	2139
3	#cherprangbnk48	2139
4	#bnk48	2139
5	#สามแยกปากหวาน	2139
6	#bnk48	2139
7	#mobilebnk48	2139
8	#เฌอสิค	2139
9	#bnk48	2139
10	#cherprangbnk48	2139
11	#musicbnk48	2139
12	#punbnk48	2139
13	#cherprangbnk48	2139
14	#punbnk48	2139
15	#jennisbnk48	2139
16	#mobilebnk48	2139
17	#musicbnk48	2139
18	#ornbnk48	2139
19	#…rt	2139
20	#cherprangbnk48	2139
21	#bnk48	2139
22	#น้ำหนึ่งเนย	2139
23	#bnk48	2139
24	#namneungbnk48	2139
25	#noeybnk48	2139
26	#bnk48	2139
27	#เดลินิวส์	2139
28	#punbnk48	2139
29	#bnk48	2139
30	#punbnk48	2139
31	#bnk48	2139
32	#mobilebnk48	2139
33	#bnk48	2139
0	#kornbnk48	2149
1	#noeybnk48	2149
2	#bnk48	2149
3	#เพลงหากิน	2149
4	#bnk48	2149
5	#janbnk48	2149
6	#janchan	2149
7	#cherprangbnk48	2149
8	#bnk48	2149
9	#jennisbnk48	2149
10	#bnk48	2149
0	#cherprangbnk48	2159
1	#bnk48	2159
2	#bnk48	2159
3	#เฌอสิค	2159
4	#valentinemyoshi	2159
5	#cherprangbnk48	2159
6	#musicbnk48	2159
7	#bnk48	2159
8	#พี่เฌอกับน้องสิค	2159
9	#cherprangbnk48	2159
10	#punbnk48	2159
11	#musicbnk48	2159
12	#mobilebnk48	2159
13	#ornbnk48	2159
14	#jennisbnk…rt	2159
15	#musicbnk48	2159
16	#bnk48	2159
17	#bnk48	2159
18	#cherprangbnk48	2159
19	#cherprangbnk48	2159
20	#punbnk48	2159
21	#musicbnk48	2159
22	#mobilebnk48	2159
23	#ornbnk48	2159
24	#jennisbnk…rt	2159
25	#bnk48	2159
26	#punbnk48	2159
0	#bnk48	2170
1	#ปล่อย	2170
2	#tusexyboy	2170
3	#cherprangbnk48	2170
4	#punbnk48	2170
5	#bnk48	2170
6	#cherprangbnk48	2170
7	#bnk48	2170
8	#mobilebnk48	2170
9	#cherprangbnk48	2170
10	#bnk48	2170
11	#bnk48	2170
12	#musicbnk48	2170
13	#bnk48	2170
14	#cherprangbnk48	2170
15	#bnk48	2170
0	#ตลาดนัดbnk48	2180
1	#bnk48	2180
2	#bnk48market	2180
3	#mobilebnk48rt	2180
4	#punbnk48	2180
5	#jennisbnk48	2180
6	#mobilebnk48	2180
7	#bnk48	2180
8	#cherprangbnk48	2180
9	#punbnk48	2180
10	#jennisbnk48	2180
11	#mobilebnk48	2180
12	#musicbnk48	2180
13	#ornbnk48	2180
14	#…rt	2180
15	#cherprangbnk48	2180
16	#mobilebnk48	2180
17	#cherprangbnk48	2180
18	#bnk48	2180
19	#bnk48	2180
20	#cherprangbnk48	2180
21	#ornbnk48	2180
22	#cherprangbnk48	2180
23	#bnk48	2180
24	#bnk48	2180
25	#punbnk48	2180
0	#bnk48	2190
1	#cherprangbnk48	2190
2	#bnk48	2190
3	#bnk48	2190
4	#cherprangbnk48	2190
5	#bnk48	2190
6	#ปล่อย	2190
7	#tusexyboy	2190
8	#pockythailand	2190
9	#punbnk48	2190
10	#bnk48	2190
11	#mobilebnk48	2190
12	#cherprangbnk48	2190
13	#bnk48	2190
14	#bnk48	2190
15	#cherprangbnk48	2190
16	#แม้ว่าคนข้างๆจะคุยกันเสียงดังก็ตาม	2190
17	#musicbnk48	2190
18	#bnk48	2190
19	#cherprangbnk48	2190
20	#punbnk48	2190
21	#musicbnk48	2190
22	#mobilebnk48	2190
23	#ornbnk48	2190
24	#jennisbnk48	2190
25	#…rt	2190
26	#bnk48	2190
27	#cherprangbnk48	2190
28	#bnk48	2190
29	#cherprangbnk48	2190
30	#ตลาดนัดbnk48	2190
31	#cherprangbnk48	2190
32	#bnk48	2190
33	#bnk48market	2190
34	#punbnk48	2190
35	#bnk48	2190
0	#cherprangbnk48	2200
1	#bnk48	2200
2	#ornbnk48	2200
3	#cherprangbnk48	2200
4	#bnk48	2200
5	#bnk48rt	2200
6	#วาเลนไทน์	2200
7	#แคปเฌอ	2200
8	#cherprangbnk48	2200
9	#bnk48	2200
10	#เฌอปราง	2200
11	#myvalentine	2200
12	#musicbnk48	2200
13	#cherprangbnk48	2200
14	#bnk48	2200
15	#valentinemyoshi	2200
16	#bnk48	2200
17	#ปล่อย	2200
18	#tusexyboy	2200
19	#bnk48	2200
20	#ปล่อย	2200
21	#tusexyboy	2200
22	#bnk48	2200
23	#ปล่อย	2200
24	#tusexyboy	2200
25	#m…rt	2200
26	#mobilebnk48	2200
27	#bnk48	2200
28	#เพลงหากิน	2200
29	#bnk48	2200
30	#janbnk48	2200
31	#janchan	2200
32	#bnk48	2200
33	#ปล่อย	2200
34	#tusexyboy	2200
35	#m…rt	2200
36	#pockythailand	2200
37	#punbnk48	2200
38	#bnk48	2200
39	#bnk48	2200
40	#namneungbnk48	2200
41	#mymilintine	2200
0	#cherovalentine	2210
1	#musicbnk48	2210
2	#cherprangbnk48	2210
3	#b…rt	2210
4	#cherprangbnk48	2210
5	#punbnk48	2210
6	#musicbnk48	2210
7	#mobilebnk48	2210
8	#ornbnk48	2210
9	#jennisbnk48	2210
10	#…rt	2210
11	#jennisbnk48	2210
12	#punbnk48	2210
13	#bnk48	2210
14	#cherprangbnk48	2210
15	#mobilebnk48	2210
16	#cherprangbnk48	2210
17	#bnk48	2210
18	#punbnk48	2210
19	#bnk48	2210
20	#bnk48	2210
21	#ornbnk48	2210
22	#cherprangbnk48	2210
23	#bnk48	2210
24	#punbnk48	2210
25	#bnk48	2210
26	#bnk48	2210
27	#bnk48	2210
28	#punb…rt	2210
29	#bnk48	2210
30	#punbnk48	2210
31	#cherprangbnk48	2210
32	#bnk48	2210
33	#kornbnk48	2210
34	#namsaibnk48	2210
35	#bnk48	2210
36	#cherprangbnk48	2210
37	#punbnk48	2210
38	#jennisbnk48	2210
39	#mobilebnk48	2210
40	#musicbnk48	2210
41	#ornbnk48	2210
42	#…	2210
0	#bnk48	2221
1	#ปล่อย	2221
2	#tusexyboy	2221
3	#bnk48	2221
4	#bnk48	2221
5	#punbnk48	2221
6	#น่ารักกว่าคนอื่นเขา	2221
7	#cherprangbnk48	2221
8	#bnk48	2221
9	#cherprangbnk48	2221
10	#punbnk48	2221
11	#musicbnk48	2221
12	#mobilebnk48	2221
13	#ornbnk48	2221
14	#jennisbnk48	2221
15	#…rt	2221
16	#musicbnk48	2221
17	#bnk48	2221
18	#janbnk48	2221
19	#janchan	2221
20	#bnk48	2221
21	#เพลงหากิน	2221
22	#bnk48	2221
23	#janbnk48	2221
24	#janchan	2221
0	#punbnk48	2231
1	#bnk48	2231
2	#cherprangbnk48	2231
3	#bnk48	2231
4	#trueyou	2231
5	#cherprangbnk48	2231
6	#punbnk48	2231
7	#musicbnk48	2231
8	#mobilebnk48	2231
9	#ornbnk48	2231
10	#jennisbnk…rt	2231
11	#punbnk48	2231
12	#bnk48	2231
13	#bnk48	2231
14	#ปล่อย	2231
15	#tusexyboy	2231
16	#punbnk48	2231
17	#bnk48	2231
18	#bnk48	2231
19	#ปล่อย	2231
20	#tusexyboy	2231
21	#pockythailand	2231
22	#punbnk48	2231
23	#bnk48	2231
